Feature1,Feature2,Label
0.8309484685425722,-0.296545518162986,1
1.088386682764954,0.8996934007509458,0
1.1356337147980087,-0.4629346691461684,1
-0.08227739044176319,1.0597184393127153,0
0.4430474494870609,1.4189765966669277,0
1.3002999030158293,-0.5376279471524621,1
1.1431092019514508,-0.21544201008604708,1
0.13166506639791783,1.2651397466963084,0
0.4867497629176182,0.5394791363313093,0
1.678649072606261,-0.3964352362773216,1
1.02113484262154,0.005801331138790819,0
-0.4611881378727717,0.316754157888673,0
1.7757809663613675,-0.667358686847001,1
0.17947627928274584,0.6661018954494256,0
1.4436754388896613,-0.5090464370956685,1
1.3018638121695472,-0.5315022730429043,1
1.976207135170402,0.3230840550991473,1
0.9419040620313818,0.4931818039111855,0
0.7467038530828048,-0.7083756697946988,1
1.8128966150956527,-0.2800092914670421,1
1.901619252299928,0.24976145165889777,1
2.2558293273137613,0.45648122754206644,1
-0.3127343519922971,0.22123556989357024,1
1.0547950281970777,-0.25841682002495325,1
0.41772291082926044,0.4830467055416671,0
1.8057601673299892,0.8522140350684959,1
1.6134319105430182,0.2640852277356447,1
-0.7892429801422126,0.4301509345549846,0
0.24211938195820823,1.4625464644269923,0
0.2976510224206726,-0.3758348642884673,1
2.004980923222254,0.0006179176844602896,1
0.17296661804434987,-0.3169964420557438,1
2.1889156416773687,-0.07638008707290937,1
-0.5519192314683833,0.8392311405051261,0
0.9350772137379089,0.32110157817787505,0
0.37363943155203405,-0.705221774889079,1
1.0262516520465477,-0.38699937463296846,1
0.8998711302550635,0.8321315800262453,0
-0.9546745782053597,0.5981320105401922,0
0.7469372208450074,0.9203137311007055,0
1.451199145727608,-0.7314229226782781,1
-0.19784884370863248,0.8341744033825009,0
1.729605060676573,0.5322708944463764,1
-0.8724066067939353,0.25360104221609325,0
0.7710185319697874,0.031436558231164646,0
0.9616038675848358,0.9436412619111179,0
1.1618895272534284,0.13400663372621455,0
1.2004275698773839,0.4216756213095352,0
1.3540976522386845,-0.7272551356101163,1
0.7499905908282691,0.2627074828837762,0
-0.02608705134721978,1.074209792353824,0
-1.1376726097663683,0.8979622026216509,0
-0.12393524855927487,1.0679329407682476,0
1.3150916721249932,-0.3470578997102912,1
-0.878580158319396,0.5101628816053358,0
0.5444318934435401,1.0210177377507481,0
-0.20044325161673204,1.0087404305848302,0
