Input,Output
37.454011884736246,146.52427693776772
95.07143064099162,346.25497049114136
73.1993941811405,271.65668351666926
59.86584841970366,214.59262489595835
15.601864044243651,68.50816471566522
15.599452033620265,71.38364497522966
5.8083612168199465,42.718734482577396
86.61761457749351,315.57029992985906
60.11150117432088,221.34778609565714
70.80725777960456,260.3166170106932
2.0584494295802447,26.78158359204123
96.99098521619943,356.11220380499645
83.24426408004217,303.7061232613124
21.233911067827616,91.88502590296343
18.182496720710063,79.12412626922543
18.34045098534338,84.03480340136628
30.42422429595377,117.97451956645143
52.475643163223786,197.02644033829444
43.194501864211574,164.2202157590797
29.122914019804192,109.61262432865408
61.18528947223795,230.62911453815568
13.949386065204184,65.12812758911409
29.214464853521815,117.27619427053867
36.63618432936917,142.0537094859164
45.606998421703594,167.54764076571053
78.51759613930136,287.708359873728
19.967378215835975,83.17225117279207
51.42344384136116,190.97066709865598
59.24145688620425,221.53867054338482
4.645041271999773,33.2778987360719
60.75448519014384,237.0716276715561
17.052412368729154,75.55633235471124
6.505159298527952,39.055809498461656
94.88855372533332,346.7377084598358
96.56320330745594,343.3773554996005
80.83973481164611,297.8065024635153
30.46137691733707,121.91597026038487
9.767211400638388,61.50145046466079
68.42330265121569,253.5197544553493
44.01524937396013,170.5611095205285
12.203823484477883,57.539823347146374
49.51769101112702,182.46852835084692
3.4388521115218396,32.75009646290154
90.9320402078782,337.02180589100755
25.87799816000169,109.52815329522116
66.2522284353982,242.33586224991998
31.171107608941096,131.11284818597434
52.00680211778108,190.01455209827236
54.67102793432797,209.2828832391492
18.485445552552704,90.65133756298435
96.95846277645586,349.40193809194204
77.51328233611146,283.4649995283762
93.9498941564189,344.3228863729044
89.48273504276489,325.6721943790961
59.78999788110851,216.51167542854915
92.18742350231169,337.998797132121
8.84925020519195,40.6608571495413
19.59828624191452,85.96196399987673
4.522728891053807,26.232429947519307
32.53303307632643,136.61528779223022
38.8677289689482,147.12078492963752
27.134903177389592,108.3618535398352
82.87375091519293,309.1257142900236
35.67533266935893,133.70934276058645
28.093450968738075,114.46437806360392
54.26960831582485,211.4793428767991
14.092422497476264,56.286062568360784
80.21969807540397,296.6921125565754
7.455064367977082,42.39213925916191
98.68869366005173,364.3195421690676
77.22447692966574,279.10091569943967
19.87156815341724,77.94820547153896
0.5522117123602399,19.542448821345328
81.54614284548342,301.8964233253579
70.68573438476172,263.6525345983954
72.90071680409874,271.8847498618304
77.12703466859458,281.5444977321886
7.4044651734090365,42.076896592736645
35.84657285442726,141.9283673569888
11.586905952512971,51.98241374366356
86.31034258755935,326.41507161218146
62.329812682755794,235.5235089942042
33.08980248526492,124.85779121241399
6.355835028602364,40.52819064327742
31.09823217156622,118.97040424934517
32.518332202674706,132.74958572807375
72.96061783380641,276.1551403133595
63.75574713552131,234.04170338256606
88.72127425763266,330.3413405479359
47.22149251619493,182.33912844136475
11.959424593830171,60.96828687837805
71.3244787222995,274.11964044131804
76.07850486168974,280.04782643589976
56.127719756949624,207.67833832753624
77.0967179954561,280.39094083596876
49.379559636439076,183.74940730270959
52.27328293819941,197.5709817366274
42.75410183585496,166.34511629957558
2.541912674409519,25.280148357083412
10.789142699330444,56.897915692836676
